    Fribourg_Switzerland
    46.82,7.16,610,+1
	Ibn	Idh
2618	0.00	0.00
2619	0.00	0.00
2620	0.00	0.00
2621	0.00	0.00
2622	0.00	0.00
2623	187.21	55.00
2624	931.40	55.00
2625	939.55	82.00
2626	950.92	97.00
2627	977.56	101.00
2628	988.18	104.00
2629	941.02	149.00
2630	919.65	126.00
2631	794.42	151.00
2632	765.45	109.00
2633	721.44	87.00
2634	569.97	62.00
2635	246.97	40.00
2636	0.00	0.00
2637	0.00	0.00
2638	0.00	0.00
2639	0.00	0.00
2640	0.00	0.00
2641	0.00	0.00
2642	0.00	0.00
2643	0.00	0.00
2644	0.00	0.00
2645	0.00	0.00
2646	0.00	0.00
2647	581.62	55.00
2648	937.82	60.00
2649	938.79	86.00
2650	938.11	107.00
2651	921.60	123.00
2652	987.22	104.00
2653	962.77	112.00
2654	936.76	113.00
2655	851.07	113.00
2656	772.12	98.00
2657	728.01	84.00
2658	582.57	64.00
2659	260.33	40.00
2660	33.75	7.00
2661	0.00	0.00
2662	0.00	0.00
2663	0.00	0.00
2664	0.00	0.00
2665	0.00	0.00
2666	0.00	0.00
2667	0.00	0.00
2668	0.00	0.00
2669	0.00	0.00
2670	0.00	0.00
2671	189.17	96.00
2672	835.15	84.00
2673	894.01	120.00
2674	896.98	142.00
2675	917.71	132.00
2676	913.58	137.00
2677	930.41	136.00
2678	919.43	133.00
2679	802.00	169.00
2680	530.91	211.00
2681	308.15	171.00
2682	329.47	140.00
2683	109.33	68.00
2684	15.88	8.00
2685	0.00	0.00
2686	0.00	0.00
2687	0.00	0.00
2688	0.00	0.00
2689	0.00	0.00
2690	0.00	0.00
2691	0.00	0.00
2692	0.00	0.00
2693	0.00	0.00
2694	0.00	0.00
2695	438.97	92.00
2696	329.26	123.00
2697	517.51	165.00
2698	506.48	268.00
2699	201.16	443.00
2700	461.75	381.00
2701	332.46	435.00
2702	116.15	368.00
2703	6.47	221.00
2704	2.92	110.00
2705	3.56	70.00
2706	2.44	20.00
2707	8.29	5.00
2708	15.00	2.00
2709	0.00	0.00
2710	0.00	0.00
2711	0.00	0.00
2712	0.00	0.00
2713	0.00	0.00
2714	0.00	0.00
2715	0.00	0.00
2716	0.00	0.00
2717	0.00	0.00
2718	0.00	0.00
2719	355.29	81.00
2720	880.52	60.00
2721	956.86	84.00
2722	982.72	94.00
2723	984.27	105.00
2724	1000.35	108.00
2725	996.95	102.00
2726	952.35	115.00
2727	843.19	114.00
2728	790.58	105.00
2729	673.14	91.00
2730	587.96	66.00
2731	232.90	51.00
2732	28.43	10.00
2733	0.00	0.00
2734	0.00	0.00
2735	0.00	0.00
2736	0.00	0.00
2737	0.00	0.00
2738	0.00	0.00
2739	0.00	0.00
2740	0.00	0.00
2741	0.00	0.00
2742	0.00	0.00
2743	449.04	81.00
2744	848.81	71.00
2745	859.07	112.00
2746	797.12	162.00
2747	733.86	188.00
2748	921.52	186.00
2749	756.54	257.00
2750	675.74	284.00
2751	726.85	218.00
2752	568.60	212.00
2753	565.50	120.00
2754	79.22	95.00
2755	72.53	72.00
2756	27.03	14.00
2757	0.00	0.00
2758	0.00	0.00
2759	0.00	0.00
2760	0.00	0.00
2761	0.00	0.00
2762	0.00	0.00
2763	0.00	0.00
2764	0.00	0.00
2765	0.00	0.00
2766	0.00	0.00
2767	12.10	22.00
2768	19.49	118.00
2769	21.21	217.00
2770	24.36	334.00
2771	20.08	364.00
2772	25.52	404.00
2773	45.89	389.00
2774	391.59	439.00
2775	402.95	382.00
2776	558.93	276.00
2777	523.90	187.00
2778	295.41	138.00
2779	75.53	81.00
2780	12.88	9.00
2781	0.00	0.00
2782	0.00	0.00
2783	0.00	0.00
2784	0.00	0.00
2785	0.00	0.00
2786	0.00	0.00
2787	0.00	0.00
2788	0.00	0.00
2789	0.00	0.00
2790	0.00	0.00
2791	951.24	40.00
2792	912.01	59.00
2793	977.72	77.00
2794	988.61	89.00
2795	991.64	95.00
2796	1020.30	84.00
2797	1004.55	87.00
2798	979.01	93.00
2799	890.78	93.00
2800	781.74	91.00
2801	786.02	77.00
2802	628.93	109.00
2803	290.26	66.00
2804	24.62	10.00
2805	0.00	0.00
2806	0.00	0.00
2807	0.00	0.00
2808	0.00	0.00
2809	0.00	0.00
2810	0.00	0.00
2811	0.00	0.00
2812	0.00	0.00
2813	0.00	0.00
2814	0.00	0.00
2815	98.04	55.00
2816	591.86	140.00
2817	506.25	203.00
2818	522.01	274.00
2819	701.33	223.00
2820	912.29	146.00
2821	860.57	207.00
2822	861.52	191.00
2823	775.75	170.00
2824	574.20	203.00
2825	369.29	180.00
2826	14.08	134.00
2827	7.74	40.00
2828	11.79	4.00
2829	0.00	0.00
2830	0.00	0.00
2831	0.00	0.00
2832	0.00	0.00
2833	0.00	0.00
2834	0.00	0.00
2835	0.00	0.00
2836	0.00	0.00
2837	0.00	0.00
2838	0.00	0.00
2839	425.94	91.00
2840	942.52	58.00
2841	946.05	84.00
2842	928.24	126.00
2843	664.01	262.00
2844	236.91	480.00
2845	403.64	476.00
2846	453.17	420.00
2847	165.72	362.00
2848	11.38	160.00
2849	67.27	154.00
2850	9.32	91.00
2851	7.64	26.00
2852	11.31	6.00
2853	0.00	0.00
2854	0.00	0.00
2855	0.00	0.00
2856	0.00	0.00
2857	0.00	0.00
2858	0.00	0.00
2859	0.00	0.00
2860	0.00	0.00
2861	0.00	0.00
2862	0.00	0.00
2863	516.69	93.00
2864	310.64	71.00
2865	574.44	95.00
2866	1041.26	77.00
2867	1036.30	81.00
2868	1058.13	71.00
2869	1012.67	98.00
2870	494.51	227.00
2871	308.83	243.00
2872	378.27	207.00
2873	441.04	198.00
2874	548.20	112.00
2875	268.00	77.00
2876	21.75	11.00
2877	0.00	0.00
2878	0.00	0.00
2879	0.00	0.00
2880	0.00	0.00
2881	0.00	0.00
2882	0.00	0.00
2883	0.00	0.00
2884	0.00	0.00
2885	0.00	0.00
2886	0.00	0.00
2887	9.53	11.00
2888	3.60	40.00
2889	4.50	45.00
2890	3.37	170.00
2891	7.00	372.00
2892	15.00	443.00
2893	79.45	459.00
2894	84.32	398.00
2895	185.91	442.00
2896	11.29	313.00
2897	11.95	229.00
2898	9.19	142.00
2899	3.73	55.00
2900	20.95	16.00
2901	0.00	0.00
2902	0.00	0.00
2903	0.00	0.00
2904	0.00	0.00
2905	0.00	0.00
2906	0.00	0.00
2907	0.00	0.00
2908	0.00	0.00
2909	0.00	0.00
2910	0.00	9.00
2911	9.16	68.00
2912	7.10	150.00
2913	4.46	202.00
2914	8.38	225.00
2915	30.65	413.00
2916	14.95	314.00
2917	10.64	243.00
2918	18.94	403.00
2919	7.51	248.00
2920	4.22	237.00
2921	6.80	209.00
2922	6.84	86.00
2923	3.68	34.00
2924	10.11	4.00
2925	0.00	0.00
2926	0.00	0.00
2927	0.00	0.00
2928	0.00	0.00
2929	0.00	0.00
2930	0.00	0.00
2931	0.00	0.00
2932	0.00	0.00
2933	0.00	0.00
2934	18.71	4.00
2935	17.65	12.00
2936	7.00	26.00
2937	2.21	50.00
2938	3.33	119.00
2939	4.16	218.00
2940	4.96	232.00
2941	4.71	219.00
2942	2.36	116.00
2943	2.50	70.00
2944	2.80	66.00
2945	1.69	52.00
2946	4.53	55.00
2947	3.64	26.00
2948	9.76	2.00
2949	0.00	0.00
2950	0.00	0.00
2951	0.00	0.00
2952	0.00	0.00
2953	0.00	0.00
2954	0.00	0.00
2955	0.00	0.00
2956	0.00	0.00
2957	0.00	0.00
2958	0.00	10.00
2959	8.52	34.00
2960	6.91	98.00
2961	4.39	130.00
2962	4.97	193.00
2963	26.25	324.00
2964	86.57	350.00
2965	145.61	357.00
2966	28.23	285.00
2967	135.55	318.00
2968	534.31	304.00
2969	163.27	212.00
2970	4.50	91.00
2971	3.60	29.00
2972	18.89	3.00
2973	0.00	0.00
2974	0.00	0.00
2975	0.00	0.00
2976	0.00	0.00
2977	0.00	0.00
2978	0.00	0.00
2979	0.00	0.00
2980	0.00	0.00
2981	0.00	0.00
2982	0.00	16.00
2983	74.19	87.00
2984	221.79	172.00
2985	628.05	180.00
2986	717.21	215.00
2987	848.88	221.00
2988	864.00	177.00
2989	849.85	177.00
2990	798.66	215.00
2991	732.62	185.00
2992	696.37	151.00
2993	645.03	124.00
2994	496.28	92.00
2995	277.57	59.00
2996	45.76	21.00
2997	0.00	0.00
2998	0.00	0.00
2999	0.00	0.00
3000	0.00	0.00
3001	0.00	0.00
3002	0.00	0.00
3003	0.00	0.00
3004	0.00	0.00
3005	0.00	0.00
3006	24.45	26.00
3007	535.20	75.00
3008	704.43	102.00
3009	798.82	133.00
3010	811.96	184.00
3011	838.66	185.00
3012	878.31	162.00
3013	847.29	162.00
3014	865.29	159.00
3015	779.77	152.00
3016	727.11	137.00
3017	698.81	104.00
3018	537.50	83.00
3019	292.10	59.00
3020	44.39	19.00
3021	0.00	0.00
3022	0.00	0.00
3023	0.00	0.00
3024	0.00	0.00
3025	0.00	0.00
3026	0.00	0.00
3027	0.00	0.00
3028	0.00	0.00
3029	0.00	0.00
3030	27.11	27.00
3031	410.93	98.00
3032	819.36	82.00
3033	859.82	110.00
3034	905.87	127.00
3035	928.26	127.00
3036	970.97	113.00
3037	923.92	117.00
3038	945.59	124.00
3039	863.63	138.00
3040	702.47	194.00
3041	549.58	254.00
3042	392.84	186.00
3043	184.51	107.00
3044	17.24	32.00
3045	0.00	0.00
3046	0.00	0.00
3047	0.00	0.00
3048	0.00	0.00
3049	0.00	0.00
3050	0.00	0.00
3051	0.00	0.00
3052	0.00	0.00
3053	0.00	0.00
3054	30.34	33.00
3055	520.07	96.00
3056	922.02	63.00
3057	932.95	84.00
3058	934.01	106.00
3059	935.67	111.00
3060	959.38	128.00
3061	256.43	245.00
3062	725.52	222.00
3063	254.26	190.00
3064	358.97	191.00
3065	249.62	216.00
3066	285.12	108.00
3067	268.68	82.00
3068	58.67	26.00
3069	0.00	0.00
3070	0.00	0.00
3071	0.00	0.00
3072	0.00	0.00
3073	0.00	0.00
3074	0.00	0.00
3075	0.00	0.00
3076	0.00	0.00
3077	0.00	0.00
3078	34.34	27.00
3079	440.26	90.00
3080	420.14	117.00
3081	674.42	150.00
3082	590.15	289.00
3083	413.30	303.00
3084	597.48	372.00
3085	624.83	219.00
3086	607.59	257.00
3087	166.57	289.00
3088	30.16	96.00
3089	1.65	43.00
3090	89.37	73.00
3091	156.81	57.00
3092	32.63	14.00
3093	0.00	0.00
3094	0.00	0.00
3095	0.00	0.00
3096	0.00	0.00
3097	0.00	0.00
3098	0.00	0.00
3099	0.00	0.00
3100	0.00	0.00
3101	0.00	0.00
3102	0.00	5.00
3103	14.31	38.00
3104	6.45	99.00
3105	4.21	73.00
3106	3.22	76.00
3107	21.61	299.00
3108	3.64	121.00
3109	2.31	110.00
3110	2.31	82.00
3111	2.44	56.00
3112	2.73	88.00
3113	3.28	98.00
3114	2.17	55.00
3115	6.75	26.00
3116	7.95	4.00
3117	0.00	0.00
3118	0.00	0.00
3119	0.00	0.00
3120	0.00	0.00
3121	0.00	0.00
3122	0.00	0.00
3123	0.00	0.00
3124	0.00	0.00
3125	0.00	0.00
3126	46.04	18.00
3127	34.91	105.00
3128	468.92	106.00
3129	753.99	186.00
3130	743.61	183.00
3131	645.98	218.00
3132	966.65	156.00
3133	916.17	130.00
3134	925.07	125.00
3135	829.38	121.00
3136	784.37	107.00
3137	754.12	85.00
3138	609.58	70.00
3139	253.92	52.00
3140	7.75	16.00
3141	0.00	0.00
3142	0.00	0.00
3143	0.00	0.00
3144	0.00	0.00
3145	0.00	0.00
3146	0.00	0.00
3147	0.00	0.00
3148	0.00	0.00
3149	0.00	0.00
3150	55.09	44.00
3151	511.75	95.00
3152	574.91	107.00
3153	791.16	151.00
3154	625.60	285.00
3155	688.15	249.00
3156	874.70	174.00
3157	897.78	131.00
3158	833.00	234.00
3159	431.18	335.00
3160	369.22	334.00
3161	55.27	248.00
3162	55.68	194.00
3163	6.62	77.00
3164	15.13	14.00
3165	0.00	0.00
3166	0.00	0.00
3167	0.00	0.00
3168	0.00	0.00
3169	0.00	0.00
3170	0.00	0.00
3171	0.00	0.00
3172	0.00	0.00
3173	0.00	0.00
3174	0.00	7.00
3175	13.35	40.00
3176	6.26	70.00
3177	2.07	74.00
3178	3.18	78.00
3179	2.67	95.00
3180	2.41	163.00
3181	2.29	184.00
3182	2.30	174.00
3183	1.21	115.00
3184	1.35	70.00
3185	1.62	58.00
3186	2.13	44.00
3187	3.28	18.00
3188	14.78	3.00
3189	0.00	0.00
3190	0.00	0.00
3191	0.00	0.00
3192	0.00	0.00
3193	0.00	0.00
3194	0.00	0.00
3195	0.00	0.00
3196	0.00	0.00
3197	0.00	0.00
3198	0.00	14.00
3199	6.54	24.00
3200	6.20	88.00
3201	55.59	285.00
3202	9.50	350.00
3203	29.33	379.00
3204	21.60	384.00
3205	105.11	614.00
3206	217.55	471.00
3207	13.29	194.00
3208	13.49	197.00
3209	9.68	164.00
3210	6.35	73.00
3211	3.25	16.00
3212	14.44	14.00
3213	0.00	0.00
3214	0.00	0.00
3215	0.00	0.00
3216	0.00	0.00
3217	0.00	0.00
3218	0.00	0.00
3219	0.00	0.00
3220	0.00	0.00
3221	0.00	0.00
3222	0.00	4.00
3223	6.41	25.00
3224	6.15	43.00
3225	4.10	91.00
3226	56.79	315.00
3227	6.65	216.00
3228	33.52	397.00
3229	55.85	446.00
3230	307.30	426.00
3231	143.42	390.00
3232	4.04	36.00
3233	3.21	81.00
3234	88.45	167.00
3235	141.57	94.00
3236	14.13	17.00
3237	0.00	0.00
3238	0.00	0.00
3239	0.00	0.00
3240	0.00	0.00
3241	0.00	0.00
3242	0.00	0.00
3243	0.00	0.00
3244	0.00	0.00
3245	0.00	0.00
3246	0.00	31.00
3247	25.17	84.00
3248	24.39	149.00
3249	105.95	269.00
3250	4.72	181.00
3251	3.98	139.00
3252	2.39	131.00
3253	2.27	149.00
3254	5.70	193.00
3255	6.01	224.00
3256	167.65	336.00
3257	40.02	205.00
3258	6.28	103.00
3259	3.19	37.00
3260	6.92	14.00
3261	0.00	0.00
3262	0.00	0.00
3263	0.00	0.00
3264	0.00	0.00
3265	0.00	0.00
3266	0.00	0.00
3267	0.00	0.00
3268	0.00	0.00
3269	0.00	0.00
3270	0.00	31.00
3271	12.36	95.00
3272	3.02	132.00
3273	12.17	277.00
3274	421.35	302.00
3275	905.52	178.00
3276	216.86	395.00
3277	202.02	433.00
3278	147.85	384.00
3279	69.57	407.00
3280	109.67	355.00
3281	114.83	237.00
3282	64.60	186.00
3283	205.48	72.00
3284	74.56	36.00
3285	0.00	0.00
3286	0.00	0.00
3287	0.00	0.00
3288	0.00	0.00
3289	0.00	0.00
3290	0.00	0.00
3291	0.00	0.00
3292	0.00	0.00
3293	0.00	0.00
3294	28.17	27.00
3295	24.31	121.00
3296	42.03	183.00
3297	10.09	274.00
3298	76.50	389.00
3299	543.22	371.00
3300	916.64	228.00
3301	874.34	162.00
3302	833.05	168.00
3303	783.80	157.00
3304	785.57	133.00
3305	738.96	109.00
3306	520.37	101.00
3307	100.30	69.00
3308	13.29	34.00
3309	0.00	0.00
3310	0.00	0.00
3311	0.00	0.00
3312	0.00	0.00
3313	0.00	0.00
3314	0.00	0.00
3315	0.00	0.00
3316	0.00	0.00
3317	0.00	0.00
3318	241.46	33.00
3319	496.34	87.00
3320	753.94	112.00
3321	783.60	140.00
3322	723.64	203.00
3323	665.50	276.00
3324	739.10	230.00
3325	665.74	229.00
3326	684.11	267.00
3327	457.28	361.00
3328	163.61	320.00
3329	38.01	201.00
3330	12.38	188.00
3331	27.98	121.00
3332	13.04	18.00
3333	0.00	0.00
3334	0.00	0.00
3335	0.00	0.00
3336	0.00	0.00
3337	0.00	0.00
3338	0.00	0.00
3339	0.00	0.00
3340	0.00	0.00
3341	0.00	0.00
3342	221.72	29.00
3343	765.65	65.00
3344	875.98	78.00
3345	448.15	284.00
3346	29.48	338.00
3347	451.36	455.00
3348	319.66	445.00
3349	430.94	374.00
3350	688.41	231.00
3351	733.85	168.00
3352	607.59	264.00
3353	227.25	320.00
3354	285.33	185.00
3355	49.34	103.00
3356	83.23	42.00
3357	0.00	0.00
3358	0.00	0.00
3359	0.00	0.00
3360	0.00	0.00
3361	0.00	0.00
3362	0.00	0.00
3363	0.00	0.00
3364	0.00	0.00
3365	0.00	0.00
3366	289.81	49.00
3367	371.53	114.00
3368	629.13	156.00
3369	364.63	260.00
3370	867.88	158.00
3371	27.49	495.00
3372	30.72	479.00
3373	64.18	517.00
3374	581.04	404.00
3375	414.89	348.00
3376	750.26	172.00
3377	251.66	142.00
3378	93.97	129.00
3379	6.12	27.00
3380	44.03	29.00
3381	0.00	0.00
3382	0.00	0.00
3383	0.00	0.00
3384	0.00	0.00
3385	0.00	0.00
3386	0.00	0.00
3387	0.00	0.00
3388	0.00	0.00
3389	0.00	0.00
3390	207.44	38.00
3391	727.25	94.00
3392	812.14	113.00
3393	863.39	116.00
3394	823.83	165.00
3395	856.90	203.00
3396	817.29	194.00
3397	832.89	188.00
3398	601.37	220.00
3399	694.00	303.00
3400	184.79	261.00
3401	4.70	34.00
3402	2.03	6.00
3403	6.07	7.00
3404	0.00	0.00
3405	0.00	0.00
3406	0.00	0.00
3407	0.00	0.00
3408	0.00	0.00
3409	0.00	0.00
3410	0.00	0.00
3411	0.00	0.00
3412	0.00	0.00
3413	0.00	0.00
3414	67.91	44.00
3415	33.92	120.00
3416	29.04	216.00
3417	5.93	283.00
3418	13.85	301.00
3419	40.41	441.00
3420	23.54	401.00
3421	30.30	442.00
3422	12.37	344.00
3423	11.84	275.00
3424	2.63	34.00
3425	6.25	84.00
3426	6.07	80.00
3427	9.04	56.00
3428	6.08	7.00
3429	0.00	0.00
3430	0.00	0.00
3431	0.00	0.00
3432	0.00	0.00
3433	0.00	0.00
3434	0.00	0.00
3435	0.00	0.00
3436	0.00	0.00
3437	0.00	0.00
3438	116.82	36.00
3439	67.01	121.00
3440	843.13	106.00
3441	567.52	219.00
3442	721.39	236.00
3443	705.12	197.00
3444	826.16	206.00
3445	625.08	260.00
3446	176.19	303.00
3447	302.50	280.00
3448	794.70	157.00
3449	783.59	87.00
3450	618.59	88.00
3451	409.78	61.00
3452	143.64	31.00
3453	0.00	0.00
3454	0.00	0.00
3455	0.00	0.00
3456	0.00	0.00
3457	0.00	0.00
3458	0.00	0.00
3459	0.00	0.00
3460	0.00	0.00
3461	0.00	0.00
3462	446.22	43.00
3463	734.17	101.00
3464	855.84	70.00
3465	875.96	93.00
3466	952.43	96.00
3467	964.80	95.00
3468	967.94	94.00
3469	922.72	123.00
3470	918.68	127.00
3471	805.53	136.00
3472	764.03	137.00
3473	618.13	133.00
3474	369.14	123.00
3475	270.26	73.00
3476	11.79	33.00
3477	0.00	0.00
3478	0.00	0.00
3479	0.00	0.00
3480	0.00	0.00
3481	0.00	0.00
3482	0.00	0.00
3483	0.00	0.00
3484	0.00	0.00
3485	0.00	0.00
3486	138.84	58.00
3487	556.97	89.00
3488	591.47	132.00
3489	475.76	255.00
3490	119.17	367.00
3491	102.40	416.00
3492	172.20	486.00
3493	36.85	460.00
3494	138.70	414.00
3495	406.15	331.00
3496	413.19	244.00
3497	4.65	161.00
3498	2.00	39.00
3499	38.34	63.00
3500	29.03	36.00
3501	0.00	0.00
3502	0.00	0.00
3503	0.00	0.00
3504	0.00	0.00
3505	0.00	0.00
3506	0.00	0.00
3507	0.00	0.00
3508	0.00	0.00
3509	0.00	0.00
3510	84.40	10.00
3511	27.02	128.00
3512	8.53	119.00
3513	1.95	81.00
3514	6.10	236.00
3515	124.23	311.00
3516	150.89	402.00
3517	7.81	250.00
3518	537.19	334.00
3519	639.28	266.00
3520	701.93	169.00
3521	251.68	252.00
3522	119.36	230.00
3523	35.16	101.00
3524	11.45	16.00
3525	0.00	0.00
3526	0.00	0.00
3527	0.00	0.00
3528	0.00	0.00
3529	0.00	0.00
3530	0.00	0.00
3531	0.00	0.00
3532	0.00	0.00
3533	0.00	0.00
3534	155.72	77.00
3535	230.20	133.00
3536	107.57	215.00
3537	5.84	156.00
3538	22.82	331.00
3539	258.39	345.00
3540	158.85	440.00
3541	374.17	446.00
3542	558.70	363.00
3543	559.59	304.00
3544	360.64	299.00
3545	66.21	336.00
3546	13.87	206.00
3547	5.82	83.00
3548	5.65	15.00
3549	0.00	0.00
3550	0.00	0.00
3551	0.00	0.00
3552	0.00	0.00
3553	0.00	0.00
3554	0.00	0.00
3555	0.00	0.00
3556	0.00	0.00
3557	0.00	0.00
3558	72.54	2.00
3559	5.31	14.00
3560	5.64	41.00
3561	3.88	152.00
3562	56.19	416.00
3563	198.66	466.00
3564	46.66	539.00
3565	166.82	530.00
3566	185.97	371.00
3567	819.84	185.00
3568	636.64	216.00
3569	729.35	80.00
3570	631.56	69.00
3571	280.53	82.00
3572	61.28	66.00
3573	0.00	0.00
3574	0.00	0.00
3575	0.00	0.00
3576	0.00	0.00
3577	0.00	0.00
3578	0.00	0.00
3579	0.00	0.00
3580	0.00	0.00
3581	0.00	0.00
3582	442.83	50.00
3583	794.46	66.00
3584	505.40	133.00
3585	563.62	210.00
3586	653.43	249.00
3587	781.94	232.00
3588	812.00	228.00
3589	655.33	291.00
3590	183.49	339.00
3591	2.34	62.00
3592	320.28	217.00
3593	748.86	103.00
3594	173.02	174.00
3595	5.75	97.00
3596	49.50	38.00
3597	0.00	0.00
3598	0.00	0.00
3599	0.00	0.00
3600	0.00	0.00
3601	0.00	0.00
3602	0.00	0.00
3603	0.00	0.00
3604	0.00	0.00
3605	0.00	0.00
3606	322.18	29.00
3607	10.44	64.00
3608	13.99	102.00
3609	371.03	256.00
3610	164.98	366.00
3611	805.36	192.00
3612	566.68	312.00
3613	269.58	387.00
3614	71.08	416.00
3615	3.50	59.00
3616	10.35	165.00
3617	3.05	58.00
3618	39.18	126.00
3619	214.29	112.00
3620	48.89	47.00
3621	0.00	0.00
3622	0.00	0.00
3623	0.00	0.00
3624	0.00	0.00
3625	0.00	0.00
3626	0.00	0.00
3627	0.00	0.00
3628	0.00	0.00
3629	0.00	0.00
3630	91.97	59.00
3631	549.38	68.00
3632	763.89	79.00
3633	809.93	98.00
3634	748.11	195.00
3635	524.26	288.00
3636	523.04	339.00
3637	535.24	375.00
3638	205.21	325.00
3639	417.36	337.00
3640	280.31	244.00
3641	100.56	219.00
3642	441.11	164.00
3643	460.21	76.00
3644	150.32	60.00
3645	0.00	0.00
3646	0.00	0.00
3647	0.00	0.00
3648	0.00	0.00
3649	0.00	0.00
3650	0.00	0.00
3651	0.00	0.00
3652	0.00	0.00
3653	0.00	0.00
3654	381.29	50.00
3655	828.88	61.00
3656	872.65	73.00
3657	925.77	87.00
3658	955.35	127.00
3659	381.20	210.00
3660	898.69	162.00
3661	833.55	165.00
3662	930.65	158.00
3663	864.96	108.00
3664	843.28	93.00
3665	700.70	107.00
3666	494.05	126.00
3667	293.80	89.00
3668	69.00	53.00
3669	0.00	0.00
3670	0.00	0.00
3671	0.00	0.00
3672	0.00	0.00
3673	0.00	0.00
3674	0.00	0.00
3675	0.00	0.00
3676	0.00	0.00
3677	0.00	0.00
3678	253.74	65.00
3679	619.14	106.00
3680	446.15	175.00
3681	88.38	298.00
3682	102.50	332.00
3683	274.38	249.00
3684	910.57	139.00
3685	781.84	215.00
3686	702.73	240.00
3687	87.19	341.00
3688	95.25	359.00
3689	103.12	255.00
3690	15.51	129.00
3691	5.62	17.00
3692	5.25	2.00
3693	0.00	0.00
3694	0.00	0.00
3695	0.00	0.00
3696	0.00	0.00
3697	0.00	0.00
3698	0.00	0.00
3699	0.00	0.00
3700	0.00	0.00
3701	0.00	0.00
3702	54.44	39.00
3703	137.38	96.00
3704	259.80	209.00
3705	88.24	331.00
3706	111.41	398.00
3707	76.85	433.00
3708	206.29	480.00
3709	228.70	519.00
3710	385.81	308.00
3711	8.13	124.00
3712	68.11	142.00
3713	7.56	78.00
3714	13.53	119.00
3715	55.91	78.00
3716	5.20	11.00
3717	0.00	0.00
3718	0.00	0.00
3719	0.00	0.00
3720	0.00	0.00
3721	0.00	0.00
3722	0.00	0.00
3723	0.00	0.00
3724	0.00	0.00
3725	0.00	0.00
3726	52.76	30.00
3727	207.56	84.00
3728	744.47	118.00
3729	513.33	278.00
3730	323.36	247.00
3731	394.18	289.00
3732	396.02	363.00
3733	695.41	327.00
3734	621.74	285.00
3735	525.29	281.00
3736	65.43	226.00
3737	40.76	252.00
3738	30.82	147.00
3739	225.29	125.00
3740	10.29	34.00
3741	0.00	0.00
3742	0.00	0.00
3743	0.00	0.00
3744	0.00	0.00
3745	0.00	0.00
3746	0.00	0.00
3747	0.00	0.00
3748	0.00	0.00
3749	0.00	0.00
3750	282.21	78.00
3751	70.55	90.00
3752	24.76	166.00
3753	229.55	257.00
3754	220.88	460.00
3755	51.15	503.00
3756	13.88	447.00
3757	26.47	446.00
3758	5.52	224.00
3759	323.14	305.00
3760	535.44	293.00
3761	114.50	264.00
3762	3.84	68.00
3763	2.77	29.00
3764	10.19	30.00
3765	0.00	0.00
3766	0.00	0.00
3767	0.00	0.00
3768	0.00	0.00
3769	0.00	0.00
3770	0.00	0.00
3771	0.00	0.00
3772	0.00	0.00
3773	0.00	0.00
3774	25.03	25.00
3775	25.09	90.00
3776	16.48	162.00
3777	17.20	272.00
3778	51.05	297.00
3779	43.45	266.00
3780	418.57	445.00
3781	424.30	409.00
3782	589.71	316.00
3783	650.16	274.00
3784	686.86	188.00
3785	751.74	231.00
3786	72.76	150.00
3787	11.02	144.00
3788	5.05	20.00
3789	0.00	0.00
3790	0.00	0.00
3791	0.00	0.00
3792	0.00	0.00
3793	0.00	0.00
3794	0.00	0.00
3795	0.00	0.00
3796	0.00	0.00
3797	0.00	0.00
3798	24.50	22.00
3799	10.00	58.00
3800	16.45	139.00
3801	146.98	215.00
3802	9.00	235.00
3803	83.01	385.00
3804	545.41	430.00
3805	455.94	353.00
3806	88.11	222.00
3807	2.31	41.00
3808	5.11	133.00
3809	16.51	213.00
3810	7.64	144.00
3811	10.97	104.00
3812	10.01	19.00
3813	0.00	0.00
3814	0.00	0.00
3815	0.00	0.00
3816	0.00	0.00
3817	0.00	0.00
3818	0.00	0.00
3819	0.00	0.00
3820	0.00	0.00
3821	0.00	0.00
3822	24.05	49.00
3823	9.97	99.00
3824	5.48	167.00
3825	213.62	323.00
3826	419.82	291.00
3827	302.50	407.00
3828	112.02	454.00
3829	483.16	404.00
3830	659.16	259.00
3831	477.94	233.00
3832	126.28	254.00
3833	19.47	264.00
3834	17.14	178.00
3835	19.12	108.00
3836	104.24	55.00
3837	0.00	0.00
3838	0.00	0.00
3839	0.00	0.00
3840	0.00	0.00
3841	0.00	0.00
3842	0.00	0.00
3843	0.00	0.00
3844	0.00	0.00
3845	0.00	0.00
3846	473.54	53.00
3847	885.09	53.00
3848	814.98	76.00
3849	842.45	120.00
3850	484.05	367.00
3851	313.85	413.00
3852	199.70	471.00
3853	159.49	438.00
3854	433.25	365.00
3855	569.74	298.00
3856	658.59	212.00
3857	553.20	229.00
3858	415.98	135.00
3859	228.52	137.00
3860	29.55	55.00
3861	0.00	0.00
3862	0.00	0.00
3863	0.00	0.00
3864	0.00	0.00
3865	0.00	0.00
3866	0.00	0.00
3867	0.00	0.00
3868	0.00	0.00
3869	0.00	0.00
3870	70.10	47.00
3871	4.96	49.00
3872	16.39	139.00
3873	51.43	281.00
3874	3.00	66.00
3875	2.55	70.00
3876	2.31	44.00
3877	3.30	101.00
3878	2.20	70.00
3879	511.61	293.00
3880	818.09	91.00
3881	776.15	75.00
3882	623.40	78.00
3883	373.97	84.00
3884	34.22	31.00
3885	0.00	0.00
